uid,target,NDCG@20,Recall@20,HitRate@20
34521,54392,0.0,0.0,0.0
34550,60186,0.0,0.0,0.0
34593,50152,0.0,0.0,0.0
34658,42452,0.0,0.0,0.0
34761,74144,0.0,0.0,0.0
34829,40626,0.0,0.0,0.0
34851,48144,0.0,0.0,0.0
34938,79175,0.0,0.0,0.0
34942,26933,0.0,0.0,0.0
34993,59845,0.0,0.0,0.0
35022,18334,0.0,0.0,0.0
35047,28691,0.0,0.0,0.0
35192,13588,0.0,0.0,0.0
35194,54588,0.0,0.0,0.0
35460,33848,0.0,0.0,0.0
35498,48460,0.0,0.0,0.0
35741,64170,0.0,0.0,0.0
35787,14558,0.0,0.0,0.0
35809,78387,0.0,0.0,0.0
35836,73533,0.0,0.0,0.0
35842,72163,0.0,0.0,0.0
35936,1156,0.0,0.0,0.0
36044,53059,0.0,0.0,0.0
36118,78928,0.0,0.0,0.0
36189,28416,0.0,0.0,0.0
36221,16952,0.0,0.0,0.0
36226,51398,0.0,0.0,0.0
36260,16563,0.6309297535714575,1.0,1.0
36299,78703,0.0,0.0,0.0
36345,16173,0.0,0.0,0.0
36394,45179,0.0,0.0,0.0
36407,63255,0.0,0.0,0.0
36670,26909,0.0,0.0,0.0
36710,60527,0.0,0.0,0.0
36801,26929,0.0,0.0,0.0
36810,60166,0.0,0.0,0.0
36829,41692,0.0,0.0,0.0
36976,78681,0.0,0.0,0.0
36991,78578,0.0,0.0,0.0
37103,43869,0.0,0.0,0.0
37127,3858,0.0,0.0,0.0
37148,58490,0.0,0.0,0.0
37197,52591,0.0,0.0,0.0
37256,77733,0.0,0.0,0.0
37393,27197,0.0,0.0,0.0
37626,73374,0.0,0.0,0.0
37657,6668,0.0,0.0,0.0
37696,14565,0.0,0.0,0.0
37712,74791,0.0,0.0,0.0
37894,65885,0.0,0.0,0.0
38025,50647,0.0,0.0,0.0
38061,74039,0.0,0.0,0.0
38226,40647,0.0,0.0,0.0
38307,76607,0.0,0.0,0.0
38388,70085,0.0,0.0,0.0
38436,78780,0.0,0.0,0.0
38436,76647,0.0,0.0,0.0
38682,78577,0.0,0.0,0.0
38742,77928,0.0,0.0,0.0
38742,40701,0.0,0.0,0.0
38768,49976,0.0,0.0,0.0
38779,74734,0.0,0.0,0.0
38895,75094,0.0,0.0,0.0
39061,78296,0.0,0.0,0.0
39388,63340,0.0,0.0,0.0
39531,65685,0.0,0.0,0.0
39788,61687,0.0,0.0,0.0
39788,26458,0.0,0.0,0.0
39972,40667,0.0,0.0,0.0
40439,75306,0.0,0.0,0.0
40485,36297,0.0,0.0,0.0
40499,78930,0.0,0.0,0.0
40542,39396,0.0,0.0,0.0
40583,36715,0.0,0.0,0.0
40659,29021,0.0,0.0,0.0
40935,66432,0.0,0.0,0.0
41049,77638,0.0,0.0,0.0
41051,72612,0.0,0.0,0.0
41122,16535,0.0,0.0,0.0
41150,32255,0.0,0.0,0.0
41181,44535,0.0,0.0,0.0
41296,49860,0.0,0.0,0.0
41477,63232,0.0,0.0,0.0
41543,73041,0.0,0.0,0.0
41550,49049,0.0,0.0,0.0
41588,6482,0.0,0.0,0.0
41643,78679,0.0,0.0,0.0
41696,38362,0.0,0.0,0.0
41756,58103,0.0,0.0,0.0
41842,54683,0.0,0.0,0.0
41939,6447,0.0,0.0,0.0
42165,75264,0.0,0.0,0.0
42237,12460,0.0,0.0,0.0
42291,31727,0.0,0.0,0.0
42367,78205,0.0,0.0,0.0
42368,75511,0.0,0.0,0.0
42630,61936,0.0,0.0,0.0
42681,37693,0.0,0.0,0.0
42778,3617,0.0,0.0,0.0
42926,53980,0.0,0.0,0.0
43108,21321,0.0,0.0,0.0
43259,64981,0.0,0.0,0.0
43494,52558,0.0,0.0,0.0
43520,44702,0.0,0.0,0.0
43577,59377,0.0,0.0,0.0
43579,14373,0.0,0.0,0.0
43751,42028,0.0,0.0,0.0
43788,33970,0.0,0.0,0.0
43863,32902,0.0,0.0,0.0
43888,40138,0.0,0.0,0.0
43975,8972,0.0,0.0,0.0
43995,78283,0.0,0.0,0.0
44156,30248,0.0,0.0,0.0
44174,54683,0.0,0.0,0.0
44264,46967,0.0,0.0,0.0
44264,78665,0.0,0.0,0.0
44518,45816,0.0,0.0,0.0
44574,17010,0.0,0.0,0.0
44658,62287,0.0,0.0,0.0
44718,34598,0.0,0.0,0.0
44764,31651,0.0,0.0,0.0
44781,34621,0.0,0.0,0.0
44894,72408,0.0,0.0,0.0
44991,53558,0.0,0.0,0.0
45006,78520,0.0,0.0,0.0
45037,17159,0.0,0.0,0.0
45096,26876,0.0,0.0,0.0
45294,167,0.0,0.0,0.0
45485,79117,0.0,0.0,0.0
45500,62398,0.0,0.0,0.0
45509,54573,0.0,0.0,0.0
45526,24096,0.0,0.0,0.0
